Machine_ID,Hour,Air_Consumption
Machine_4,18,266.94845314637917
Machine_4,19,193.2074463642849
Machine_4,20,171.96881822983593
Machine_4,21,407.8349824626947
Machine_4,22,317.0090522768204
Machine_4,23,357.5664962058809
Machine_4,24,575.3897446651854
Machine_5,1,345.8982878649374
Machine_5,2,135.43258447921215
Machine_5,3,312.57986123686703
Machine_5,4,184.45507503883132
Machine_5,5,192.9168789531007
Machine_5,6,588.9901727673326
Machine_5,7,583.7806025765673
Machine_5,8,507.7466791095187
Machine_5,9,402.38699531426863
Machine_5,10,474.29752355187503
Machine_5,11,390.48943176012347
Machine_5,12,284.7847302091802
Machine_5,13,481.22059252247993
Machine_5,14,47.13920650290934
Machine_5,15,439.4833239522285
Machine_5,16,224.4980619574265
Machine_5,17,202.0324971400002
Machine_5,18,235.50532690399362
Machine_5,19,485.0057287718277
Machine_5,20,307.10873899121816
Machine_5,21,465.14132622959715
Machine_5,22,81.2899670269853
Machine_5,23,85.89213830099385
Machine_5,24,532.9881325939074
Machine_6,1,150.06237688283
Machine_6,2,495.17353241559147
Machine_6,3,418.1914678703406
Machine_6,4,144.68257478850123
Machine_6,5,442.6585578321268
Machine_6,6,429.77228885672986
Machine_6,7,325.4146867429888
Machine_6,8,414.0564877031518
Machine_6,9,336.83220453983665
Machine_6,10,292.26611452713024
Machine_6,11,220.79070452851875
Machine_6,12,295.92066301689704
Machine_6,13,465.04740331268886
Machine_6,14,578.9612189775138
Machine_6,15,227.38483969451693
Machine_6,16,478.2033984374311
Machine_6,17,202.9607271837034
Machine_6,18,270.80473470093136
Machine_6,19,315.14600594886105
Machine_6,20,46.84897713737676
Machine_6,21,247.2101113777436
Machine_6,22,61.850296901615565
Machine_6,23,303.830374311803
Machine_6,24,573.8662321113043
Machine_7,1,465.118810530554
Machine_7,2,128.83931290712718
Machine_7,3,253.0180316537894
Machine_7,4,453.7037837459746
Machine_7,5,542.7480619930681
Machine_7,6,75.38301228973393
Machine_7,7,83.74048447883112
Machine_7,8,103.08075361792245
Machine_7,9,540.6766695415972
Machine_7,10,439.5643344055908
Machine_7,11,492.25623746028305
Machine_7,12,276.10940078494116
Machine_7,13,359.075857329257
Machine_7,14,98.9852912024297
Machine_7,15,107.06964369246205
Machine_7,16,420.66557355270913
Machine_7,17,395.3182748374463
Machine_7,18,301.4437369662788
Machine_7,19,464.454670855918
Machine_7,20,249.10061568368636
Machine_7,21,597.9168135183746
Machine_7,22,289.39166973478746
Machine_7,23,582.2627214315784
Machine_7,24,452.7987759395288
Machine_8,1,543.5130025103929
Machine_8,2,174.0540148901431
Machine_8,3,183.19694705442402
Machine_8,4,420.7878651758021
Machine_8,5,167.93263968797282
Machine_8,6,474.169911853274
Machine_8,7,534.5065395796056
Machine_8,8,327.3140686038877
Machine_8,9,576.1558799950301
Machine_8,10,396.6580096147071
Machine_8,11,597.0463292189471
Machine_8,12,269.35781197539194
Machine_8,13,561.8867371301368
Machine_8,14,365.43273568977685
Machine_8,15,142.3385085216333
Machine_8,16,287.57444034893393
Machine_8,17,538.0016583025865
Machine_8,18,145.28209411386473
Machine_8,19,186.82868587403834
Machine_8,20,232.91534777243936
Machine_8,21,213.35125525766958
Machine_8,22,471.6089704463808
Machine_8,23,481.143792866984
Machine_8,24,555.9291905350253
Machine_9,1,179.01593160600066
Machine_9,2,564.3737653614525
Machine_9,3,331.97707189961153
Machine_9,4,244.7553178978053
Machine_9,5,367.8304170784191
Machine_9,6,226.92811652487546
Machine_9,7,65.48129873486472
Machine_9,8,333.547338298298
Machine_9,9,220.29765128054916
Machine_9,10,496.38595563059175
Machine_9,11,472.6261459723095
Machine_9,12,344.2123188718737
Machine_9,13,199.26576937520198
Machine_9,14,414.2443769933905
Machine_9,15,492.23524561153585
Machine_9,16,568.2871730872339
Machine_9,17,44.64860682589353
Machine_9,18,143.94820679724432
Machine_9,19,150.935105227003
Machine_9,20,599.6949973163702
Machine_9,21,438.86300405920247
Machine_9,22,62.58577626555639
Machine_9,23,300.6426272474677
Machine_9,24,460.28869061801214
Machine_10,1,553.4944862977231
Machine_10,2,593.1562118524507
Machine_10,3,459.4964343229405
Machine_10,4,287.31907135632105
Machine_10,5,472.5505913620731
Machine_10,6,50.45748314177891
Machine_10,7,494.9520311331207
Machine_10,8,344.4178199301462
Machine_10,9,599.4688166551684
Machine_10,10,242.53184005518187
Machine_10,11,433.06431297391674
Machine_10,12,309.8978727568734
Machine_10,13,418.00544449344966
Machine_10,14,204.8625333480055
Machine_10,15,119.17113506336372
Machine_10,16,44.15936287814593
Machine_10,17,402.3467994843583
Machine_10,18,192.04542840396329
Machine_10,19,201.0785108352048
Machine_10,20,302.4230400158907
Machine_10,21,450.6075218987674
Machine_10,22,270.50243479814657
Machine_10,23,282.55611184513543
Machine_10,24,367.12337641127
Machine_11,1,113.62896384400322
Machine_11,2,343.25726279201587
Machine_11,3,534.1011712694526
Machine_11,4,461.7932195871222
Machine_11,5,45.97311261136723
Machine_11,6,203.6807066362326
Machine_11,7,111.06451933996341
Machine_11,8,465.03985099675253
Machine_11,9,119.99256547491684
Machine_11,10,491.3788486344827
Machine_11,11,241.79301385924344
Machine_11,12,563.1369955213607
Machine_11,13,572.7160705076375
Machine_11,14,349.65958973028864
Machine_11,15,323.86231857242404
Machine_11,16,566.9581971009586
Machine_11,17,132.05969717510482
Machine_11,18,448.5165333389016
Machine_11,19,486.5587861568277
Machine_11,20,546.8172574716078
Machine_11,21,342.0976040003737
Machine_11,22,434.43172969520975
Machine_11,23,135.59581970231903
Machine_11,24,149.73920092062616
Machine_12,1,339.4118820522884
Machine_12,2,312.52121528336204
Machine_12,3,450.91723761056966
Machine_12,4,149.4972739272585
Machine_12,5,168.54346030519463
Machine_12,6,461.45723512274236
Machine_12,7,92.2487218303159
Machine_12,8,439.53636695516303
Machine_12,9,545.4210208543084
Machine_12,10,171.98284459718295
Machine_12,11,333.78631539597666
Machine_12,12,378.6367054416005
Machine_12,13,540.1776768402474
Machine_12,14,67.95259556284043
Machine_12,15,67.33156583221039
Machine_12,16,197.34592406698968
Machine_12,17,331.9359241871616
Machine_12,18,176.2892707429025
Machine_12,19,589.6003594948345
Machine_12,20,521.8407918153384
Machine_12,21,573.5511233408346
Machine_12,22,264.14403418471227
Machine_12,23,562.0097089475155
Machine_12,24,275.59273334518343
Machine_13,1,200.79350495794284
Machine_13,2,470.2416979217991
Machine_13,3,478.3408176719199
Machine_13,4,495.77699152518284
Machine_13,5,398.207120553683
Machine_13,6,135.92503296034582
Machine_13,7,269.2725257014365
Machine_13,8,512.2948794213103
Machine_13,9,557.5714801621825
Machine_13,10,553.3022138262769
Machine_13,11,203.69679744127234
Machine_13,12,403.26668716040257
Machine_13,13,363.5150628183439
Machine_13,14,267.3573890551696
Machine_13,15,327.49779090985743
Machine_13,16,178.96356973199062
Machine_13,17,174.732231368853
Machine_13,18,545.8311902162084
Machine_13,19,284.83709032820775
Machine_13,20,229.09865969716162
Machine_13,21,428.4660127030527
Machine_13,22,326.92018273251267
Machine_13,23,261.37492780961804
Machine_13,24,283.9603500863337
Machine_14,1,161.1996559114546
Machine_14,2,514.1903413000655
Machine_14,3,316.8992636843451
Machine_14,4,87.70433480693742
Machine_14,5,543.5570498249722
Machine_14,6,255.01633669524537
Machine_14,7,332.8796757881536
Machine_14,8,429.1142701545055
Machine_14,9,325.3175397694032
Machine_14,10,489.4903903331506
Machine_14,11,347.58669411827833
Machine_14,12,187.5153013105306
Machine_14,13,74.75265349801944
Machine_14,14,218.0614384385527
Machine_14,15,251.34432936300877
Machine_14,16,302.8735529086396
Machine_14,17,64.08450133318762
Machine_14,18,519.5128151836351
Machine_14,19,68.7548015678385
Machine_14,20,449.8700174287236
Machine_14,21,397.96617587553305
Machine_14,22,48.09900511163447
Machine_14,23,407.6780315686758
Machine_14,24,93.01721518941102
Machine_15,1,275.03102221449876
Machine_15,2,269.3951374476157
Machine_15,3,64.25856595895405
Machine_15,4,527.7292236001218
Machine_15,5,390.59361459188716
Machine_15,6,545.0404014824385
Machine_15,7,313.4974857630712
Machine_15,8,100.62568421457541
Machine_15,9,571.4780972003012
Machine_15,10,506.9758822124233
Machine_15,11,118.64088994718702
Machine_15,12,245.26172906500358
Machine_15,13,166.53517718722435
Machine_15,14,474.70287333345885
Machine_15,15,484.47318912702775
Machine_15,16,312.56763494729734
Machine_15,17,350.0328252855621
Machine_15,18,494.51260968237517
Machine_15,19,59.63221787222607
Machine_15,20,576.1283313054444
Machine_15,21,328.31953372709637
Machine_15,22,90.61839827678928
Machine_15,23,345.1476940060849
Machine_15,24,190.93000469801189
Machine_16,1,58.015112287278555
Machine_16,2,550.1798505845721
Machine_16,3,463.8396229261766
Machine_16,4,140.3636818216807
Machine_16,5,57.483197529738604
Machine_16,6,115.44863013283253
Machine_16,7,378.7405951297684
Machine_16,8,164.36231568333818
Machine_16,9,481.3141033647025
Machine_16,10,368.23288990730356
Machine_16,11,465.7161043325954
Machine_16,12,328.542731039219
Machine_16,13,179.82040892319714
Machine_16,14,454.9917637947251
Machine_16,15,527.3850462855007
Machine_16,16,78.38642349061286
Machine_16,17,489.8837703887685
Machine_16,18,117.47615821659578
Machine_16,19,155.32273216667417
Machine_16,20,169.33432770336177
Machine_16,21,561.2468592863403
Machine_16,22,263.9102858858548
Machine_16,23,300.35651761950214
Machine_16,24,50.82621809207061
Machine_17,1,186.3915165839802
Machine_17,2,162.71539506720146
Machine_17,3,103.42458722549152
Machine_17,4,175.80587299384382
Machine_17,5,285.05758907674647
Machine_17,6,182.35600565626763
Machine_17,7,427.0384843819315
Machine_17,8,433.6611361406502
Machine_17,9,123.20646417603265
Machine_17,10,70.71141466046856
Machine_17,11,258.04817335331927
Machine_17,12,164.329620834129
Machine_17,13,163.60182376992634
Machine_17,14,492.0173543872553
Machine_17,15,548.7389303455438
Machine_17,16,293.1378134482304
Machine_17,17,133.94175406836445
Machine_17,18,394.62533190160394
Machine_17,19,440.58640162376616
Machine_17,20,351.5760517707807
Machine_17,21,530.9992826685096
Machine_17,22,349.28496573664415
Machine_17,23,265.2354083280144
Machine_17,24,352.46857988439893
Machine_18,1,328.5115060202359
Machine_18,2,472.2607171991131
Machine_18,3,472.9337612072401
Machine_18,4,191.1477028769657
Machine_18,5,410.4991123258632
Machine_18,6,478.4922803560185
Machine_18,7,591.2532473695303
Machine_18,8,456.9881621739675
Machine_18,9,562.5030216124911
Machine_18,10,304.6175787416414
Machine_18,11,247.57012661253705
Machine_18,12,276.83470710922796
Machine_18,13,335.57248986857
Machine_18,14,583.8567505315942
Machine_18,15,57.77850187424103
Machine_18,16,296.5020558383589
Machine_18,17,497.28700935951764
Machine_18,18,64.3707702247592
Machine_18,19,165.94522119344924
Machine_18,20,263.7648804760432
Machine_18,21,99.92175079557806
Machine_18,22,445.4996262407924
Machine_18,23,559.1254161647562
Machine_18,24,405.5679137233918
Machine_19,1,225.1519225557274
Machine_19,2,114.35952382934339
Machine_19,3,536.527445776128
Machine_19,4,591.5394125585367
Machine_19,5,231.21817424537957
Machine_19,6,73.51439469043274
Machine_19,7,52.91816476168795
Machine_19,8,197.66542094561453
Machine_19,9,553.8823093231766
Machine_19,10,547.7336566645142
Machine_19,11,251.24170318224404
Machine_19,12,197.66912313312025
Machine_19,13,172.9196526163228
Machine_19,14,201.21916396959497
Machine_19,15,566.3227521527971
Machine_19,16,537.7369416055853
Machine_19,17,119.754365837725
Machine_19,18,110.11664047477547
Machine_19,19,446.0874168999314
Machine_19,20,170.93497191806222
Machine_19,21,94.07660266196694
Machine_19,22,490.5610057857059
Machine_19,23,297.25123291390327
Machine_19,24,499.468882176793
Machine_20,1,352.0140457361411
Machine_20,2,332.87610128067394
Machine_20,3,271.6620358354901
Machine_20,4,211.32448252049025
Machine_20,5,73.79897579858637
Machine_20,6,459.5871296854601
Machine_20,7,127.15036088713093
Machine_20,8,596.2595363199935
Machine_20,9,419.7618217797724
Machine_20,10,416.354153040594
Machine_20,11,434.6172313271526
Machine_20,12,136.17742049399976
Machine_20,13,468.12367454246896
Machine_20,14,180.73630728636755
Machine_20,15,564.228500623822
Machine_20,16,186.67362866698238
Machine_20,17,458.6190699989445
Machine_20,18,471.4301640759871
Machine_20,19,512.025226688731
Machine_20,20,584.945128033851
Machine_20,21,134.9827623851866
Machine_20,22,284.40813286229627
Machine_20,23,377.44062319519696
Machine_20,24,452.43835023557205
Machine_21,1,362.0538845827663
Machine_21,2,453.6371246490569
Machine_21,3,210.7132068350211
Machine_21,4,565.9236993711764
Machine_21,5,366.270312914507
Machine_21,6,543.741213447974
Machine_21,7,406.76445939427094
Machine_21,8,599.0360329243532
Machine_21,9,593.4166726440138
Machine_21,10,257.37039206817633
Machine_21,11,189.16142157931256
Machine_21,12,515.4770200861852
Machine_21,13,388.2208825416279
Machine_21,14,508.3070684863021
Machine_21,15,243.82870678537114
Machine_21,16,281.9801296744763
Machine_21,17,280.8640228742379
Machine_21,18,393.544874771994
Machine_21,19,284.51605890326675
Machine_21,20,224.02429318027995
Machine_21,21,409.51511180044946
Machine_21,22,341.0661101764896
Machine_21,23,215.22945403255787
Machine_21,24,292.19044945861765
Machine_22,1,531.9622150551711
Machine_22,2,384.6976432585324
Machine_22,3,231.30921986087145
Machine_22,4,217.6534134667264
Machine_22,5,378.6249431793853
Machine_22,6,537.2621473236195
Machine_22,7,411.2722521185555
Machine_22,8,307.58917533002887
Machine_22,9,350.2425180884426
Machine_22,10,288.3176798880138
Machine_22,11,224.68509418738063
Machine_22,12,171.79786877876242
Machine_22,13,315.0564394214119
Machine_22,14,251.17875026572443
Machine_22,15,298.987069502074
Machine_22,16,99.74215014969502
Machine_22,17,281.70400668383695
Machine_22,18,535.9217873665657
Machine_22,19,220.76823645221037
Machine_22,20,334.563548458531
Machine_22,21,460.44512438176986
Machine_22,22,43.05832618619142
Machine_22,23,396.01529673353537
Machine_22,24,407.1128290022252
Machine_23,1,496.6577519072181
Machine_23,2,450.0083051889382
Machine_23,3,519.9418554538097
Machine_23,4,427.1314799017773
Machine_23,5,94.83031164907835
Machine_23,6,365.9863859913182
Machine_23,7,340.2325247573064
Machine_23,8,145.06634105952088
Machine_23,9,516.0112229264985
Machine_23,10,160.7080098261398
Machine_23,11,60.66375436653249
Machine_23,12,59.25629871024747
Machine_23,13,284.98022094932094
Machine_23,14,136.03656011659928
Machine_23,15,305.83794977464976
Machine_23,16,65.33437369194081
Machine_23,17,307.9856625208016
Machine_23,18,133.35181066901725
Machine_23,19,533.7384175288084
Machine_23,20,449.6413641120231
Machine_23,21,387.0774923641394
Machine_23,22,566.2199138061379
Machine_23,23,145.62309269659153
Machine_23,24,494.61055201432475
Machine_24,1,430.50502080794735
Machine_24,2,528.494367975124
Machine_24,3,511.54242973666845
Machine_24,4,332.98262991136704
Machine_24,5,361.3785496814151
Machine_24,6,278.7025346381545
Machine_24,7,341.30538679825224
Machine_24,8,599.8903776950931
Machine_24,9,501.7723378218401
Machine_24,10,434.41042525354095
Machine_24,11,400.57224299519197
Machine_24,12,504.284738375724
Machine_24,13,471.7975518388717
Machine_24,14,233.964159520127
Machine_24,15,415.4981255961777
Machine_24,16,530.4576044503701
Machine_24,17,251.437772184084
Machine_24,18,546.0830613518588
Machine_24,19,315.21784803495535
Machine_24,20,280.326258128049
Machine_24,21,329.481835181036
Machine_24,22,357.21116536357437
Machine_24,23,378.03487482784493
Machine_24,24,568.6832176617787
Machine_25,1,513.5286320661917
Machine_25,2,310.57939325418744
Machine_25,3,206.92990823783143
Machine_25,4,67.06835156541709
Machine_25,5,217.55298305786684
Machine_25,6,413.33760711237477
Machine_25,7,368.11708776825964
Machine_25,8,47.76797346207943
Machine_25,9,199.3545023136777
Machine_25,10,140.86283558335884
Machine_25,11,224.37031979066066
Machine_25,12,263.5140357206217
Machine_25,13,57.88294829485188
Machine_25,14,43.3398731409372
Machine_25,15,564.7351594928315
Machine_25,16,575.9816922619835
Machine_25,17,486.4381961517397
Machine_25,18,163.9887809399369
Machine_25,19,135.55416492982405
Machine_25,20,170.30034335984175
Machine_25,21,224.53657617912782
Machine_25,22,413.03973804905746
Machine_25,23,584.49131889853
Machine_25,24,288.468786805111
Machine_26,1,565.3829330996888
Machine_26,2,372.54945799322314
Machine_26,3,567.3439672499298
Machine_26,4,211.73491459437855
Machine_26,5,554.5208033581271
Machine_26,6,245.63073306232104
Machine_26,7,475.44950531786947
Machine_26,8,502.71855477707817
Machine_26,9,378.9101748552027
Machine_26,10,119.61797184780083
Machine_26,11,502.8824189095997
Machine_26,12,52.34225912298966
Machine_26,13,583.1568771537209
Machine_26,14,359.304613434494
Machine_26,15,280.244713286771
Machine_26,16,291.4111278270268
Machine_26,17,368.8982776577082
Machine_26,18,492.26249797854877
Machine_26,19,96.8319205535883
Machine_26,20,350.9609968471865
Machine_26,21,338.2979314475908
Machine_26,22,355.4835294479638
Machine_26,23,307.87652860973833
Machine_26,24,127.58188236874261
Machine_27,1,53.402526217254874
Machine_27,2,438.934488305535
Machine_27,3,347.14960873358405
Machine_27,4,52.00906422517126
Machine_27,5,131.60176983426737
Machine_27,6,429.3944739586595
Machine_27,7,78.47302217373033
Machine_27,8,206.8928513337984
Machine_27,9,564.3198944083442
Machine_27,10,574.1615421583044
Machine_27,11,162.2912393518776
Machine_27,12,225.39922959865447
Machine_27,13,588.8661370218731
Machine_27,14,412.83118330977135
Machine_27,15,533.1266325625272
Machine_27,16,267.0060556335965
Machine_27,17,229.53251420883723
Machine_27,18,391.7170997034317
Machine_27,19,550.5030840235149
Machine_27,20,480.46312511038286
Machine_27,21,553.2834712487222
Machine_27,22,193.65848557423615
Machine_27,23,86.61187410073407
Machine_27,24,434.96044333194925
Machine_28,1,103.10993753452502
Machine_28,2,252.3114706425528
Machine_28,3,450.6170729081192
Machine_28,4,423.85379374080463
Machine_28,5,117.88666101684055
Machine_28,6,364.42756514184265
Machine_28,7,149.98029226719456
Machine_28,8,91.27907394850723
Machine_28,9,129.36743909088682
Machine_28,10,194.18237278140367
Machine_28,11,243.9872540955149
Machine_28,12,381.49281657372615
Machine_28,13,460.63213684758733
Machine_28,14,573.8033542746978
Machine_28,15,348.4882586678029
Machine_28,16,62.448313021599716
Machine_28,17,444.31485747908357
Machine_28,18,168.68154434421822
Machine_28,19,181.55950442640824
Machine_28,20,388.2221822025509
Machine_28,21,206.3498550654335
Machine_28,22,320.38181265376625
Machine_28,23,382.5168131560902
Machine_28,24,157.7055516910836
Machine_29,1,532.950316854194
Machine_29,2,345.25579128208915
Machine_29,3,201.31769256137548
Machine_29,4,83.24811353428692
Machine_29,5,580.2642046444712
Machine_29,6,117.24475933185069
Machine_29,7,151.74957665056257
Machine_29,8,62.890457803744724
Machine_29,9,482.39240133219926
Machine_29,10,559.094300892803
Machine_29,11,311.1759698463772
Machine_29,12,552.2634575191867
Machine_29,13,365.6662024547409
Machine_29,14,50.10847006234377
Machine_29,15,463.2246612747186
Machine_29,16,138.33375047904605
Machine_29,17,292.59852742096007
Machine_29,18,507.9206975000662
Machine_29,19,207.77782546492097
Machine_29,20,471.4149953570005
Machine_29,21,385.322498470542
Machine_29,22,408.7523798579286
Machine_29,23,468.96599386741906
Machine_29,24,408.30296284467414
Machine_30,1,420.047094242139
Machine_30,2,447.7377155914668
Machine_30,3,257.08879567162023
Machine_30,4,479.6711505015503
Machine_30,5,409.6296921882862
Machine_30,6,530.2230816880792
Machine_30,7,201.87405738879258
Machine_30,8,52.370411534424164
Machine_30,9,336.0512628176625
Machine_30,10,329.1221205311795
Machine_30,11,572.6852582959923
Machine_30,12,316.3473706494589
Machine_30,13,376.0650619166245
Machine_30,14,300.30855391780716
Machine_30,15,510.79921925435934
Machine_30,16,215.05844041724282
Machine_30,17,271.9918164375872
Machine_30,18,318.0147590871865
Machine_30,19,447.9152660427687
Machine_30,20,343.6166338331816
Machine_30,21,353.77834061262604
Machine_30,22,531.5686071564143
Machine_30,23,78.97946953698963
Machine_30,24,128.3637270872117
Machine_31,1,439.5121444043403
Machine_31,2,339.8480234145255
Machine_31,3,391.16406045439
Machine_31,4,134.48990817998248
Machine_31,5,429.48810533777026
Machine_31,6,437.3754307934031
Machine_31,7,313.8574252180248
Machine_31,8,292.2101475020489
Machine_31,9,212.82063319616572
Machine_31,10,284.3384560569732
Machine_31,11,211.49051659707916
Machine_31,12,328.78382471932366
Machine_31,13,331.0283055146911
Machine_31,14,526.066296350087
Machine_31,15,250.99655930325704
Machine_31,16,77.69997208225888
Machine_31,17,129.51621665029654
Machine_31,18,393.08432527832974
Machine_31,19,375.5284614867184
Machine_31,20,336.1507112196722
Machine_31,21,288.0216087684986
Machine_31,22,54.24057340184204
Machine_31,23,43.87507639501446
Machine_31,24,54.98528419775914
Machine_32,1,191.59285656909665
Machine_32,2,240.55554753343867
Machine_32,3,265.3542133053021
Machine_32,4,488.17967120578743
Machine_32,5,218.07759246725522
Machine_32,6,119.89034237400983
Machine_32,7,266.9201173412166
Machine_32,8,288.82230447101597
Machine_32,9,172.44744493296912
Machine_32,10,375.86889543544714
Machine_32,11,486.9502873582772
Machine_32,12,453.3873969108955
Machine_32,13,284.9733278808747
Machine_32,14,263.1040741018747
Machine_32,15,44.90510186756276
Machine_32,16,63.160057553807434
Machine_32,17,361.46459996400733
Machine_32,18,489.07988889462115
Machine_32,19,321.9978500033998
Machine_32,20,188.49357907004233
Machine_32,21,130.9616797208773
Machine_32,22,597.3232607271335
Machine_32,23,493.8644978217317
Machine_32,24,56.211578043317445
Machine_33,1,215.57789337236332
Machine_33,2,267.93096064121505
Machine_33,3,411.9789161947058
Machine_33,4,223.579501720462
Machine_33,5,231.29082253245053
Machine_33,6,493.10448509076144
Machine_33,7,66.88520112037688
Machine_33,8,81.41972457182766
Machine_33,9,470.2953940028678
Machine_33,10,147.75678583039098
Machine_33,11,300.4998095418741
Machine_33,12,170.56978247616172
Machine_33,13,500.69227837177243
Machine_33,14,504.37762423800154
Machine_33,15,330.83198155952
Machine_33,16,255.65323783510948
Machine_33,17,302.1225130733186
Machine_33,18,546.1934414177931
Machine_33,19,516.7385109290863
Machine_33,20,176.06706552085097
Machine_33,21,240.7939030166925
Machine_33,22,420.2456207356001
Machine_33,23,187.44182134140968
Machine_33,24,262.0214318813173
Machine_34,1,218.84966966470128
Machine_34,2,567.1285610978654
Machine_34,3,377.285842005431
Machine_34,4,443.970744275699
Machine_34,5,301.84422266874674
Machine_34,6,385.729483762043
Machine_34,7,528.3257429901522
Machine_34,8,138.94319627254416
Machine_34,9,391.81832463955413
Machine_34,10,579.5643853254969
Machine_34,11,523.8165698611446
Machine_34,12,74.81834215475695
Machine_34,13,180.5868204818173
Machine_34,14,73.31996636518952
Machine_34,15,156.9830541875375
Machine_34,16,567.9392394021353
Machine_34,17,549.0118354138635
Machine_34,18,521.3235421882509
Machine_34,19,530.323637865623
Machine_34,20,348.67198540913466
Machine_34,21,41.96002330071942
Machine_34,22,562.9973980566443
Machine_34,23,116.4331363901947
Machine_34,24,585.5019191442823
Machine_35,1,189.49068234091027
Machine_35,2,129.73051634190745
Machine_35,3,91.50077787799884
Machine_35,4,570.8351937194336
Machine_35,5,101.30139381340886
Machine_35,6,284.49662179100926
Machine_35,7,489.67387863379247
Machine_35,8,207.90078022480304
Machine_35,9,142.04714077493804
Machine_35,10,235.51268281864475
Machine_35,11,338.4304865468847
Machine_35,12,470.1355425346435
Machine_35,13,132.33565477306024
Machine_35,14,142.93767779088517
Machine_35,15,585.4842321884405
Machine_35,16,277.0411276211813
Machine_35,17,460.5722288815145
Machine_35,18,404.6179767879145
Machine_35,19,435.59231247577117
Machine_35,20,448.66034938200704
Machine_35,21,120.18558647110896
Machine_35,22,534.9735989170342
Machine_35,23,269.684135592866
Machine_35,24,262.87546432520406
Machine_36,1,560.3308858789648
Machine_36,2,182.93451883386507
Machine_36,3,199.75448768157779
Machine_36,4,457.5400697487919
Machine_36,5,325.5082085726073
Machine_36,6,329.3833797819015
Machine_36,7,42.16494698904473
Machine_36,8,303.34756226418057
Machine_36,9,423.11429044779385
Machine_36,10,421.7292737563656
Machine_36,11,138.11462990041755
Machine_36,12,164.21533302470175
Machine_36,13,573.4690096948686
Machine_36,14,100.659967119851
Machine_36,15,135.72931457893384
Machine_36,16,223.24798424990686
Machine_36,17,459.64494214017475
Machine_36,18,330.366505764525
Machine_36,19,466.14280269513347
Machine_36,20,501.7314675668562
Machine_36,21,582.3010253044937
Machine_36,22,76.04011022009597
Machine_36,23,533.9015570474093
Machine_36,24,372.9263960511232
Machine_37,1,325.61830863284274
Machine_37,2,267.5125847173117
Machine_37,3,177.4328807018448
Machine_37,4,67.00591771754274
Machine_37,5,445.73557793916257
Machine_37,6,380.48793797289267
Machine_37,7,60.69405659240932
Machine_37,8,401.52813255338344
Machine_37,9,353.7398410756345
Machine_37,10,470.7997650817892
Machine_37,11,191.18454965777718
Machine_37,12,95.5184917464124
